client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641542.mp3	25d189d1ecf3e7ae48b49502ff83e2cf29f07caf3a811a25e637a7350fdac6e8	我六七年前就聽過		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641543.mp3	270140e1722aa497c19f9067ba542b43f8b7a1109b1e6c37985b2b4a0389d2ef	有冇例句俾嚟聽聽		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641544.mp3	2df6e31dec48ffb44aa53011e570bba4ef7602703b5984e9e2f7aff6fd986c9e	結果都只係一萬步		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641557.mp3	2652048b8672ed3dc9d99c576952c2badc37143461a0a903b143928f51f63fe7	靜得耐就咩都冇所謂		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641558.mp3	46a1a615a9958b6a3cbabd95a7719b2265465f520ad146947744aa3367f06149	想逼五歲小朋友都要掃針卡，但係小朋友冇電話喎噉點啊？		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641559.mp3	4a1382faea052d3235317f9f2bceff47a55ba26cac074fcd17bbc3778825e089	點解你唔係平時噉無視或者嫌棄		2	1	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641561.mp3	4cf09495ec66828e95c59ec2d0357065fddd12c3c5188aff675f2afc1e4f7120	其實粵語人多數都唔會好反感正體字		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641563.mp3	0261a322da83ce02f40d11eb74e17c2c5a02aaa7a3d89a901428a2842a05af4c	其實咁老隨時壽終正寢都唔出奇		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641564.mp3	0240dffcc1f5d3ba20d32200b4315f100db58c43761e90ff3aa5a6a71e7b81a9	適時召喚失蹤人士		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641567.mp3	23cd87ce940b71bbcc335e594d35bfadb1968b2b47d51c92d026b709b176e9c2	但首先要返香港唔使再隔離先		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641568.mp3	43e283fde3ae823f52a2106e86941356234d97e76dc165c2f3b1b7ab9c0ee27b	都幾麻煩		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641569.mp3	0dfb6e0d47516f211d5111577ed3d0a60565dbd080f255205f7dc6283685fefb	原來歐美有全裸嘅戀愛真人騷		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641570.mp3	351475e005a214f8d17901697b823fe04f319610f0f50b153d359b31f069cf85	等睇今晚掛八號然後聽朝落波開心返工		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641571.mp3	19308d61ed9080024f7080a3f22b8a453693e8b3d9a2e5ac304dcc3c7ae0aac5	再要分係阿爸嗰邊啲親戚，定阿媽嗰邊啲親戚，阿爸嘅堂同表都好似有得分		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641572.mp3	33adae863f2f54ece081d1a341994bfa5db7899e581567860cb0694dbb4a61ce	粵知一二可唔可以講返多啲粵語		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641573.mp3	1eea777e4216decd039d4c53abbccb93bd65e0701ddc5db660b3de3e5a464d31	呢度得我同啲樹，你同啲樹講嘢呀？		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641575.mp3	2402907498a54e6c8b5f5cce120287aa0699cc6f73d02cdb62337dce60e2b52d	我已經落咗幾次，靚仔喺我側邊平排行而我內心只有淆底		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641576.mp3	4baaf13049f5aa3af34581a6184acc23ee42e52332ea30120a6815a9cbfc9c9b	我真係會		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641577.mp3	4d25c1076283887245f2945e2367ce3cd94121e85e5f25fc55e546125282191c	突然之間一號風球？		3	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641579.mp3	4cddd0d7f166e4232ea85322f3ff62c360dd48dc20e4a9cf76113a4aa7fa3425	叫佢哋中國人咪得囉		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641582.mp3	2b9302dff7aa7107a39fa66e1b870903b662b3f93881a2d41b87fadeeacdca59	俾着我自己去開會，有個剩係覆電郵公事關係嘅人無端端想留聯絡嘅話，都會心諗做乜要應你啊		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641583.mp3	49d36d80f821ba88e4ef872a8fe9616633239093cc04830d4a0a91d02f92a6c8	對你做咩嚟？		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641584.mp3	4914ecc02ce0e2890cec0a779679945f9d8f14196f87f89c4eddd0db05220944	就咁開網頁版就有，唔使登入		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641585.mp3	37fd4846d224f96cca5ab21270b430c4f44ac7febfcae822efa2707b1de0244a	有冇去應援打卡嗰啲		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641586.mp3	47907233733bdfca10d5d5762804f356e42978c6fd2c1841a57ddf3d0600c8a5	好細個嗰時就會意外睇到聽到父母親熱嘅		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641587.mp3	48c211effc72bcc4e0accba0909b1b0cf5618431d6f8246086beaa3358fb6c6d	原本係咪好鍾意呢份工		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641588.mp3	42c324470a7173d86c5556c49736596495965ec666e9e1f8387b9f8df5cd86f2	其實你係唔係唔鍾意我，？		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641589.mp3	41309fb47ec0c460593259af76a22455264d704295a33715ce3c449c8b1e8364	食咗生冷嘢		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641590.mp3	3d5c36915f657a2ae121276bf91bc1eae649bf68065e056ee969845f4bf34aaf	噉你有無郁？		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641591.mp3	2398bc602ea420529012f000332ab9cf2bf7332c168179ffc74ea06a68f1385d	參與嘅嗰啲基本上都係今鋪畀鐵拳揼親嘅人		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641592.mp3	4a7dc65aad2527085b2aa415c73d63548edc4d90c1573367b6c528d60c7bea15	細個有聽過啩？		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641593.mp3	3a103c98025a890466f97e3edca9056e3b93972142390a7af45b0145f974339d	有團體飛價		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641594.mp3	0a6689e13211143d3861c5d50c29d338aec21bdfeaa673d87c8087b4de611b6d	又濕又熱都好難頂		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641595.mp3	270728171e104c4779654064a705debe45daa046afd4ddfd56018bbb6e3c672d	包親手製會員卡同親筆簽名生日卡		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641596.mp3	47c11da52b0157d8793e7c363b3e1063f83308dc9bfd87af8ca44e327fa9bb6a	阿姐有深刻嘅體會		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641597.mp3	4693b77d8cfd80e31f54e4cfc5d452cc6c83466280cc4e8f35ea8f7f0d8cb419	同埋一定程度嘅社會化		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641598.mp3	240d50b013a687496bf199a30834dee35e2d011046e9378f7fa0d3a6c4a79a03	講真，紅底嘅原因係小學常識有教，我幾肯定我小學有聽過		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641599.mp3	18009d6dd47c4b133bb59756d89e2d48f34317b5768f34f97eb933fbdbc989d2	我都係手殘星人		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641600.mp3	4151aad97c822ceba8ab41166cf6a81cf57cade505dc98cfc27b7c91298d72fe	咩都冇發生過		3	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641601.mp3	32ea589f82c4e0d4d2268c4a2322e6fbf4eb0524de2fd0be8c750bdabab65704	唔記得踢人		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641603.mp3	3b8ca6c437b6561cf10ea4bdc3e482e40607816f5071f622b0569ab97efad581	不過對於而家啲後生仔來講唔算好粗		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641604.mp3	11222631fec634dde7764c9bb5b6e7841e4e0b276702fc75ed1db7473eedfbfa	我諗緊究竟係你個頻道嘅問題呢，定係真係粵語遊戲嘢冇人睇		3	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641605.mp3	3c558b043f46ea4d0f9d71b028a5e6e9fdb291d9c665132bf6d099dc05d11b35	我兩個譯法都見過		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641606.mp3	4a8b07ff18665596832b15f1fa329a8d1cbc26e1bd8f8b95be3692ab1a62ddc7	我嘅目標係做港豬		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641608.mp3	49d10406c48196fe477b74fd462b44ddbab305d8ec92bc0bc90f3d6632ba6347	語言科近年新生比例係一半半		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641609.mp3	4b94dc7d8cc9bdfa08710887fd2d68f2c4913828033923acdcc10b612d7e16f8	廿幾歲香港粵語嘅唔要		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641610.mp3	400fc7257eb4bccb20d953bdc9813f51f3cfe448224c8683291c4323207a0317	噉因為唔想叫佢國語或者普語，所以嗌官話囉		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641613.mp3	2db29dd2e78ad4bbce4e599b940460486f717ac51808e17f02c96e13ec26a363	可以將我嘅感情傳達到俾你就太好喇		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641614.mp3	3148e2dce084de372bdc871b46351e6790651baad7d2a9bad889025a0cea125d	然後尋日俾聾人讚我手語好		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641615.mp3	3cdccffe246a6e6989bb203ace364789f0b3316ab7d3c772a0945244033121bb	懶係關心佢噉		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641616.mp3	17508ef54060ece2708a90006415f7b98aa9e2e6db024afa2eb1fa20317150bb	咁勤力日日返工都唔知有乜謂		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641618.mp3	162ef29433dd871adae7913610e60591f1a3f9790eb172640bcda9d8f10f0a69	唔係特別恨有棍，係咪可以裝拆先？		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641619.mp3	06a5615cd2f8156a4b327ed0fd98c71bc534fb0da6a1fa25f30f9f0e777938c1	佢又好老實話我聽，以前真係純種港豬嚟，生活得好安逸，完全唔理社會政制時事		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40641620.mp3	38911bcdda138f11e5c898745868d1b70789e55c19ff682170671a144f17f53a	沒有醜女人，只有懶女人		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40653356.mp3	201cc63810a1701b367e994e9137d54ca36bee971d50d2c831427c8efe417efe	溫柔又親切		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40653357.mp3	1938fc9a9cd9ed29f7b84d250637097f843209e7d516262812bedc7e22700494	就唯有睇下台灣人清醒得幾耐		2	0	fifties	female_feminine			yue	
ef2549753d6376d8aea81d4634c69c2fca584dc24ef4371cd0888b815f75fe347d3333a752c36cb23f98234173f82388e48ad3cb8a78231735e427f1689d5d4f	common_voice_yue_40653360.mp3	13927accc643c73f25e129116a013bf3effbaf58cddf08508847e97ffda6f740	可能會多		2	0	fifties	female_feminine			yue	
